Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,additional_information (product.metafields.custom.additional_information),Benefits Text (product.metafields.custom.benefits_text),Bestselling Gift Badge (product.metafields.custom.bestselling_gift_badge),Collection Name (product.metafields.custom.collection_name),Discount Badge Show/Hide (product.metafields.custom.discount_badge_show_hide),Discount Money Show (product.metafields.custom.discount_money_show),Don't lie Number (product.metafields.custom.don_t_lie_number),Don't lie Number Text (product.metafields.custom.don_t_lie_number_text),enable_seo_schema (product.metafields.custom.enable_seo_schema),Extra Filter (product.metafields.custom.extra_filter),FAQs Answer (product.metafields.custom.faqs_answer),FAQs Question (product.metafields.custom.faqs_question),Free Gift Custom Text Card Product  (product.metafields.custom.free_gift_custom_text_card_product_),Hair  Type (product.metafields.custom.hair_type),How to use (product.metafields.custom.how_to_use),Ingredients Heading (product.metafields.custom.ingredients_heading),Ingredients Sub-text (product.metafields.custom.ingredients_sub_text),Offer Box Bottom Text Line  (product.metafields.custom.offer_box_bottom_text_line_),Product Image Badge (product.metafields.custom.product_image_badge),Product Tag Badge (product.metafields.custom.product_tag_badge),Review Video Link (product.metafields.custom.review_video_link),Review Video Sub-text (product.metafields.custom.review_video_sub_text),Review Video Title (product.metafields.custom.review_video_title),Routine (product.metafields.custom.routine_new),Size-New (product.metafields.custom.size_new),Varient Product Link (product.metafields.custom.varient_product_link),Varient Title (product.metafields.custom.varient_title),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),Product rating count (product.metafields.reviews.rating_count),Age group (product.metafields.shopify.age-group),Application type (product.metafields.shopify.application-type),Color (product.metafields.shopify.color-pattern),Conditioner effect (product.metafields.shopify.conditioner-effect),Constitutive ingredients (product.metafields.shopify.constitutive-ingredients),Hair care finish (product.metafields.shopify.hair-care-finish),Hair care items included (product.metafields.shopify.hair-care-items-included),Hair type (product.metafields.shopify.hair-type),Hold level (product.metafields.shopify.hold-level),Product certifications & standards (product.metafields.shopify.product-certifications-standards),Product form (product.metafields.shopify.product-form),Shampoo type (product.metafields.shopify.shampoo-type),Suitable for hair type (product.metafields.shopify.suitable-for-hair-type),Target gender (product.metafields.shopify.target-gender),Treatment type (product.metafields.shopify.treatment-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / India,Price / India,Compare At Price / India,Status
hyaluronic-acid-repairing-conditioner-500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/HARC_5.webp?v=1762522435,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyaluronic-acid-repairing-conditioner-500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/HACD_4.jpg?v=1762522435,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyaluronic-acid-repairing-conditioner-500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/HARC_6.webp?v=1762522435,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyaluronic-acid-repairing-conditioner-500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/8.jpg?v=1762522435,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyaluronic-acid-repairing-shampoo-500ml,Hyaluronic Acid Repairing Shampoo 500ml,"<p data-start=""0"" data-end=""38""><strong data-start=""0"" data-end=""36"">Meet your hair’s hydration hero!</strong></p>
<p data-start=""40"" data-end=""377"">The Hyaluronic Acid Repairing Shampoo is a sulphate-free formula that gently cleanses while replenishing lost moisture and reinforcing your hair’s natural barrier. Clinically formulated with Sodium Hyaluronate, bio-peptides, and marine antioxidants, it delivers deep hydration at a molecular level - preventing dryness, breakage, and frizz.</p>
<p data-start=""379"" data-end=""582"" data-is-last-node="""" data-is-only-node="""">Lightweight yet powerful, it removes buildup without stripping essential lipids, making it perfect for over-processed, dry, or chemically treated hair. Cleanse, strengthen, and revive—one wash at a time!</p>","Moxie Beauty - Clean, high performing products for Indian hair types",Health & Beauty > Personal Care > Hair Care > Shampoo & Conditioner > Shampoo,SHAMPOO,"Damage Repairing, Shampoo",true,Title,Default Title,,,,,,,,HARS500,0.0,shopify,-218,continue,manual,1059.00,1325.00,true,true,,,,,'8906170030996,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/9.jpg?v=1762445770,1,"",false,Hyaluronic Acid Repairing Shampoo 500ml - Hydration Shampoo,Experience deep hydration with Moxie Beauty Hyaluronic Acid Repairing Shampoo 500ml. A hydrating shampoo with hyaluronic acid that nourishes dry hair and restores softness.,543615,,adult,,,,,,,,,"Best before: 36 months from date of manufacturing 
 Manufactured by: HBMK Global Private Limited Plot No. 4, Sec-6A, IIE SIDCUL, Haridwar, Uttarakhand, 249403, India  
Marketed by: Beyoutiful Consumer Ventures Pvt Ltd. A-2, 1st Floor (L), Shopping Centre, Naraina Industrial Area Phase 2, New Delhi 110028  
Country of Origin: India  
Customer Care Support: Call +91 99711 93530 or write to us at support@moxiebeauty.in","Gently cleanses without stripping natural moisture
Strengthens and repairs damaged hair
Boosts hydration for softer, healthier strands
Protects the scalp’s moisture barrier",TRUE,Strengthening and hydration,TRUE,FALSE,,,,Singles,"Yes, the Hyaluronic Acid Repairing Shampoo is completely free of sulfates, parabens, and silicones.
Yes, the formula is gentle and safe for colour-treated hair, helping to maintain vibrancy without stripping moisture.
Yes, it’s gentle enough for regular use, but we recommend washing 2-3 times a week for best results.
No, it’s a mild, sulfate-free formula that cleanses without drying out your hair or scalp.
Yes, it is safe for Keratin, Brazilian, or other chemical treatments.
Yes, it works for all hair types and is suitable for everyone.
Yes, it gently cleanses while maintaining hydration, reducing frizz over time.
Yes, our Hyaluronic Acid Repairing Shampoo is 100% vegan and cruelty-free.","Is the Hyaluronic Acid Repairing Shampoo sulfate and paraben-free?
Is the Hyaluronic Acid Repairing Shampoo safe for colour-treated hair?
Can I use the Hyaluronic Acid Repairing Shampooevery day?
Will the Hyaluronic Acid Repairing Shampoo strip my natural oils?
Is the Hyaluronic Acid Repairing Shampoo suitable for chemically treated hair?
Can men use the Hyaluronic Acid Repairing Shampoo?
Does the Hyaluronic Acid Repairing Shampoo help with frizz?
Is the shampoo vegan and cruelty-free?",WORTH ₹500 + 2 FREE MINIS,"Dry
Damaged
Straight
Frizzy
Wavy
Curly","1. Apply shampoo onto palms and lather well 
2. Massage it into the scalp, and rinse thoroughly
3. For best results, follow with the Hyaluronic Acid Repairing Conditioner","Hyaluronic Acid
Copper Tripeptide-1
Brown Seaweed Extract
Aqua, Sodium Cocoyl Isethionate, Cocamidopropyl Betaine, Glycerine, Sodium Cocoyl Glycinate, Guar Hydroxypropyltrimonium Chloride, Polymnia (Yacón) Sonchifolia Root Extract, Aqua, Glycerin, Xanthan Gum, Sodium Benzoate (and) Potassium Sorbate, Xylitylglucoside, Anhydroxylitol, Maltitol, Xylitol (and) Pelvetia Canaliculata (Brown Seaweed) Extract, Glycol Distearate, Sodium Hyaluronate, 1,2-Hexanediol (and) Aqua, Phenoxyethanol (and) Ethylhexylglycerin, Sodium Chloride, Macadamia Ternifolia (Macadamia) Seed Oil, Fragrance, Sodium Gluconate, Pisum Sativum (Pea) Extract, Citric Acid, Aqua (and) Acetyl Hexapeptide-8 (and) Copper Tripeptide-1 (and) Palmitoyl Pentapeptide-4 (and) Tripeptide-1 (and) Hexapeptide-9 (and) Palmitoyl Tripeptide-1 (and) Polyglyceryl-10 Laurate (and) Butylene Glycol (and) 1,2 Hexanediol (and) Glycerin","Locks in moisture, prevents dryness
Strengthens hair, supports growth
Shields from environmental damage","NO NASTIES
VEGAN
CRUELTY FREE",NEW LAUNCH,,,,,Damage Repairing,Full Size,,,,'44,adults,,,,hyaluronic-acid,,,,,sulfate-free; silicone-free,liquid,,damaged; dry; frizzy; treated; all-hair-types,unisex,,hyaluronic-acid-repairing-conditioner; hyaluronic-acid-hair-serum; on-the-fly-hair-finishing-stick-pack-of-2; dry-shampoo-and-brush-combo,firefighter-heat-protection-spray; the-headliner-and-finisher-duo; cocoa-hemp-almond-hair-oil; frizz-fighting-hair-serum; hair-scalp-massager,,,,kg,,,true,,,active
hyaluronic-acid-repairing-shampoo-500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/HARS_2.webp?v=1762445770,2,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyaluronic-acid-repairing-shampoo-500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/HARS-500ml.jpg?v=1762522424,3,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyaluronic-acid-repairing-shampoo-500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/HARS_3.webp?v=1762522424,4,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyaluronic-acid-repairing-shampoo-500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/HASH_4.jpg?v=1762522424,5,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyaluronic-acid-repairing-shampoo-500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/HARS_5.webp?v=1762522424,6,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyaluronic-acid-repairing-shampoo-500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/HARS_6.webp?v=1762522424,7,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
hyaluronic-acid-repairing-shampoo-500ml,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0762/7862/8674/files/11.jpg?v=1762522424,8,"",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
